dis_name,location,trail,spirit_class,address,latitude,longitude,phone,email,website,social_link,found_date,certificate,amenities
Dingle Distillery,,,,"Farranredmond, Dingle, Co. Kerry, V92 H76F",52.143921,-10.287278,,,,,,,
Crystal Creek Distillers,,,,"8235 Mike Wall Lane, Spicewood, Texas, 78669",30.47605,-98.156574,,,,,,,['']
Cypress Creek Reserve,,,,"14068 Ranch Road 12, Wimberley, Texas, 78676",29.997436,-98.09862,,,,,,,['']
DogMaster Distillery,,,,"210 St. James St, Suite D, Columbia, Missouri, 65201",38.954239,-92.323587,,,,,,,
Distillery 64,,,,"800 E 8th St., Suite 113, New Albany, Indiana, 47150",38.293125,-85.817524,,,,,,,['']
Deep Roots Distillery USA,,,,"559 Main Street, Sturbridge, Massachusetts, 01518",42.115959,-72.113011,,,,,,,
Distillery Krauss,,,,"Aigen 52 8543 St., Martin im Sulmtal, 8543",46.766745,15.281721,,,,,,,
Dry Fork Fruit Distillery,,,,"805 Dry Fork Road, Dry Fork, Virginia, 24549",36.754581,-79.399747,,,,,,,['']
Devils River Distillery,,,,"401 East Houston Street, San Antonio, Texas, 78205",29.426758,-98.48832,,,,,,,['']
Dalton Distillery,,,,"109 E Morris Street, Dalton, Georgia, 30720",34.768978,-84.967308,,,,,,,
Dawson Distillery,,,,"1022 LaGrange College Ln, Leighton, Alabama, 35646",34.660546,-87.550627,,,,,,,
Denning's Point Distillery,,,,"10 N Chestnut St, Beacon, New York, 12508",41.505302,-73.969665,,,,,,,
CopperTop Tours,,,,"129 W John Rowan Blvd, Bardstown, Kentucky, 40004",37.826098,-85.466765,,,,,,,['']
Dawsonville Moonshine Distillery,,,,"415 Hwy 53, Dawsonville, Georgia, 30534",0,0,,,,,,,['']
Door County Distillery,,,,"5806 Wisconsin 42, Sturgeon Bay, Wisconsin, 54235",44.951661,-87.336769,,,,,,,
Dancing Goat Distillery,,,,"909 Vineyard Drive, Cambridge, Wisconsin, 53523",43.018035,-89.029639,,,,,,,
Distillery of Defiance,,,,"125 Boone Country Ln, Defiance, Missouri, 63341",38.603829,-90.800013,,,,,,,
Cotswolds Distillery,,,,"Phillip’s Field, Whichford Road, Stourton, Shipston-on-Stour, Warwickshire, England, CV36 5EX",52.02564,-1.566313,,,,,,,['']
Corey Lake Distillery,,,,"12147 Corey Lake Rd, Three Rivers, Michigan, 49093",41.919858,-85.718302,,,,,,,['']
Don Quixote Distillery,,,,"Los Alamos, New Mexico, 87544",35.880036,-106.303114,,,,,,,
Copperworks Distilling Co.,,,,"1250 Alaskan Way, Seattle, Washington, 98101",47.606032,-122.339745,,,,,,,['']
Dallas Distilleries,,,,"803 Shepherd Drive, Garland, Texas, 75042",32.904818,-96.696691,,,,,,,['']
County Seat Spirits,,,,"Allentown, Pennsylvania, 18102",40.608431,-75.490183,,,,,,,
Coppercraft Distillery,,,,"184 120th Ave, Holland, Michigan, 49424",42.803,-86.078685,,,,,,,['']
Dead Lightning Distillery,,,,"311 Bridge St, New Cumberland, Pennsylvania, 17070",40.226935,-76.864605,,,,,,,['']
Corgi Spirits Distillery,,,,"1 Distillery Dr, Jersey City, New Jersey, 07304",40.708469,-74.064633,,,,,,,
Disobedient Spirits,,,,"Hoodlebug Trail, Homer City, Pennsylvania, 15748",40.543401,-79.162257,,,,,,,
Doundrins Distilling,,,,"300 Progress Dr, Suite E, Cottage Grove, Wisconsin, 53527",43.077512,-89.205927,,,,,,,
Double Circle Spirits,,,,"Portland, Oregon, 97201",45.505106,-122.675026,,,,,,,['']
Distillers Association of North Carolina,,,,"101 North Columbia Street, Chapel Hill, North Carolina, 27514",35.9132,-79.055845,,,,,,,['']
Cotton & Reed Distillery,,,,"1330 5th St NE 1330, Washington, Washington D.C., 20002",38.909558,-76.997832,,,,,,,['']
Distillery No. 209,,,,"Pier 50 Shed B, Terry A. Francois Blvd., Mailbox 9, San Francisco, California",37.77493,-122.419416,,,,,,,
Crater Lake Spirits,,,,"1024 NW Bond St suite 102, Bend, Oregon, 97703",44.059223,-121.311627,,,,,,,
Domaine Charbay Distillers,,,,"Ukiah, California",39.150171,-123.207783,,,,,,,
Djinn Spirits Distillery,,,,"2 Townsend W #9, Nashua, New Hampshire, 03063",42.788677,-71.517425,,,,,,,
Distillery 98,,,,"835 Serenoa Rd, Santa Rosa Beach, Florida, 32459",30.349514,-86.065944,,,,,,,
Crown Valley Distillery,,,,"23589 State Route WW STE., Ste. Genevieve, Missouri, 63670",37.779491,-90.190845,,,,,,,
Distilled Resources,,,,"333 South Main Street #210, Ketchum, Idaho, 83340",0,0,,,,,,,['']
Dripping Springs Distilling,,,,"5330 Bell Springs Road, Dripping Springs, Texas, 78620-3634",30.206069,-98.119339,,,,,,,['']
Dry Run Spirits Distillery,,,,"3576 Dry Run Rd, Franklin, West Virginia, 26807",38.569327,-79.323737,,,,,,,['']
Doodle Sasser Distillery,,,,"268 Unionville Indian Trail Rd, Indian Trail, North Carolina, 28079",35.076076,-80.66282,,,,,,,['']
Distillery Cheval,,,,"1021 Pine Street, Paso Robles, California, 93446",35.625173,-120.689073,,,,,,,
Death's Door Spirits,,,,"2220 Eagle Dr, Middleton, Wisconsin, 53562",43.099983,-89.528402,,,,,,,
Delta Dirt Distillery,,,,"430 Cherry Street, Helena, Arkansas, 72342",34.526818,-90.585901,,,,,,,['']
Distillery of Defiance - Judgement Tree,,,,"125 Boone Country Lane, Defiance, Missouri, 63341",38.604317,-90.798441,,,,,,,
Desert Diamond Distillery,,,,"4875 N Olympic Dr, Kingman, Arizona, 86401",35.259182,-113.950347,,,,,,,
Don Ciccio & Figli,,,,"1907 Fairview Ave NE, Washington, Washington D.C., 20002",38.913365,-76.988398,,,,,,,['']
Cut Spike Distillery,,,,"11941 Centennial Rd, La Vista, Nebraska, 68128",41.169704,-96.099639,,,,,,,
Diablo Distilleries,,,,"245 Jim Parker Rd, Jacksonville, North Carolina, 28546",34.819673,-77.382146,,,,,,,
Dry Run Distillery,,,,"Lanesboro, Minnesota, 55949",43.720797,-91.976822,,,,,,,
Corsair Distillery,,,,"601 Merritt Avenue, Nashville, Tennessee, 37203",36.139524,-86.769956,,,,,,,['']
Crooked Water Spirits,,,,"2604 Lyndale Avenue South, Minneapolis, Minnesota, 55408",44.955285,-93.288458,,,,,,,
Dragonfyre Distillery,,,,"1062 Leonard Rd, Marathon, New York, 13803",42.458542,-75.957097,,,,,,,
Do Good Spirits,,,,"10 Union Street, Roscoe, New York, 12776",41.932913,-74.914255,,,,,,,['']
Craft Connection Brewery & Distillery Tours,,,,"1200 Broadway Street, Cincinnati, Ohio, 45202",39.10975,-84.508282,,,,,,,['']
Doc Howard's Distillery,,,,"3645 Lane Rd #203, Perry, Ohio, 44081",41.772642,-81.178496,,,,,,,
Dry Hills Distillery,,,,"106 Village Center Lane, Bozeman, Montana, 59718",45.672723,-111.18803,,,,,,,['']
Deep Creek Distilling,,,,"801 Butler St Ste 12, Chesapeake, Virginia, 23323",36.770753,-76.338337,,,,,,,
Dorcol Distilling,,,,"198 Dolorosa, San Antonio, Texas, 78205",29.424122,-98.493628,,,,,,,['']
Dakota Spirits Distillery,,,,"South Euclid Avenue, Pierre, South Dakota, 57501",44.368316,-100.350967,,,,,,,
Devil's Head Distillery,,,,"3296 S. Acoma St., Englewood, Colorado, 80110",39.656754,-104.988748,,,,,,,
Doc Herson's Natural Spirits,,,,"630 Flushing Ave, Brooklyn, New York, 11206",40.699613,-73.947926,,,,,,,
Devine Sprits,,,,"6181B Old West Saanich Rd, Saanichton, British Columbia, V8M 1W8",48.552904,-123.430168,,,,,,,['']
Copperwing Distillery,,,,"6409 Cambridge Street, St. Louis Park, Minnesota, 55426",44.932857,-93.361095,,,,,,,
Doire Distilling,,,,"1 1/2 E Broadway, Derry, New Hampshire, 03038",42.880697,-71.325978,,,,,,,
Daufuskie Island Rum Company,,,,"641 Haig Point Road, Daufuskie Island, South Carolina, 29915",32.118854,-80.864449,,,,,,,['']
Dillion's Distillers,,,,"4833 Tufford Road, Beamsville, Ontario, L0R 1B1",43.18913,-79.445248,,,,,,,
Don Q's Serrallés,,,,"5506, Ponce, Puerto Rico, 00716",18.019079,-66.56175,,,,,,,
Crystal Ridge Distillery,,,,"455 Broadway St, Hot Springs, Arkansas, 71901",34.503201,-93.051282,,,,,,,
Deaf Shepherd Distilling Co.,,,,"1862 Halley St, San Diego, California, 92154",32.571685,-117.096274,,,,,,,['']
Current Spirits,,,,"375 Clearbrook Rd, Elmsford, New York, 10523",41.070834,-73.81373,,,,,,,
Damnation Alley Distillers,,,,"434 Concord Avenue, Belmont, Massachusetts, 2478",42.395641,-71.177611,,,,,,,
Crooked Tail Distilling (Permanently closed),,,,"106 East Washington Street, Princeton, Kentucky, 42445",37.107645,-87.882157,,,,,,,['']
Copperhead Mountain Distillery,,,,"2 South Main Street, Travelers Rest, South Carolina, 29690",34.967617,-82.443455,,,,,,,
Devil's Due Distillery,,,,"315 James Burr Blvd, Kearneysville, West Virginia, 25430",39.353142,-77.86427,,,,,,,['']
Distillers of SLO County,,,,"95 Booker Rd, Templeton, California, 93465",35.561333,-120.74216,,,,,,,
Distillery of Modern Art,,,,"2197 Irvindale Way, Chamblee, Georgia, 30341",33.897126,-84.296093,,,,,,,
Dented Brick Distillery,,,,"3100 S Washington Street, South Salt Lake, Utah, 84115",40.703434,-111.898243,,,,,,,['EV Charging']
Davis Valley Distillery,,,,"1167 Davis Valley Rd, Rural Retreat, Virginia, 24368",36.905974,-81.362878,,,,,,DSP-VA-20007,
Detroit City Distillery,,,,"2462 Riopelle St, Detroit, Michigan, 48207",42.346345,-83.03811,,,,,,DSP-MI-20010,
Cowlitz River Distillery,,,,"214 Cowlitz Street, Winlock, Washington, 98596",46.439831,-122.846783,,,,,,,['']
Dida's Distillery,,,,"14437 Hume Rd., Huntly, Virginia, 22640",38.834633,-78.114,,,,,,,['']
Cragganmore Distillery,,,,"Cragganmore Distillery, Ballindalloch, Scotland, AB37 9AB",57.411359,-3.35851,,,,,,,
Dampfwerk Distillery,,,,"6311 Cambridge Street, Minneapolis, Minnesota, 55416",44.933433,-93.360066,,,,,,,
Frog Pond Distillery,,,,"27490 Ranch Road 12, Dripping Springs, Texas, 78620",30.190207,-98.086678,,,,,,,['']
Durham Distillery,,,,"711 Washington Street, Durham, North Carolina, 27701",36.00429,-78.903031,,,,,,,['']
First Flight Vodka,,,,"1703 Woodwind Dr, Greenville, North Carolina, 27858",35.579366,-77.347885,,,,,,,
Fernweh Distilling Co.,,,,"1148, 4 Schiller St, Hermann, Missouri, 65041",38.707218,-91.435352,,,,,,,
Forks of Cheat Distillery,,,,"268 High Street, Morgantown, West Virginia, 26505",39.629526,-79.955897,,,,,,,
Free Spirits Distilling,,,,"36 North Market Boulevard, Chehalis, Washington, 98532",46.662048,-122.964018,,,,,,,['']
Gatlinburg Barrelhouse,,,,"650 Parkway, Gatlinburg, Tennessee, 37738",35.714259,-83.510164,,,,,,,
Endeavor Brewing & Spirits,,,,"909 W 5th Ave, Columbus, Ohio, 43212",39.987618,-83.030347,,,,,,,
Four Roses Distillery,,,,"1224 Bonds Mill Road (Distillery & Visitor Center), Lawrenceburg, Kentucky, 40342",37.973056,-84.898153,,,,,,DSP-KY-8,['']
Freeland Spirits,Oregon,Portland / Portland's Distillery Row,Woman Owned,"2671 NW Vaughn St, Portland, Oregon, 97210",45.53715,-122.706086,,,,,,,['']
Evan Williams Bourbon Experience,,,,"528 West Main Street, Louisville, Kentucky, 40202",38.256545,-85.759515,,,,,,,['']
Duckworth Distillery,,,,"6445 Cedar Springs Rd STE 212, Dallas, Texas, 75235",32.8311,-96.838121,,,,,,,['']
Glenglassaugh Distillery,,,,"Portsoy, Aberdeenshire, Scotland, AB45 2SQ",57.678125,-2.737363,,,,,,,
Fierce Whiskers Distillery,,,,"5333 Fleming Ct, Austin, Texas, 78744",30.205246,-97.727269,,,,,,,['']
Geijer Spirits,,,,"San Francisco, California, 94102",37.77493,-122.419416,,,,,,,
Giant Texas Distillers,,,,"5610 Clinton Dr Building B, Houston, Texas, 77020",29.762232,-95.311389,,,,,,,
Fair Game Beverage Company,,,,"192 Lorax Ln, Pittsboro, North Carolina, 27312",35.710568,-79.156687,,,,,,,['Certified B Corporation']
Fremont Mischief Distillery,,,,"132 N Canal Street, Seattle, Washington, 98103",47.651579,-122.356557,,,,,,,['']
Fresh Bourbon Distilling Co.,Kentucky,Kentucky Bourbon Trail / Lexington,Black Owned,"377 E Main St (Tasting Room), Lexington, Kentucky, 40507",38.041713,-84.491575,,,,,,DSP-KY-20114,['']
Gold River Distillery,,,,"11460 Sunrise Gold Cir C, Rancho Cordova, California, 95742",38.598272,-121.262888,,,,,,,
Front Porch Distillery,,,,"7905 US-59, Nacogdoches, Texas, 75964",31.49212,-94.7157,,,,,,,
Dunamis Premium Spirits,,,,"3885 Correia Dr., Zephyrhills, Florida, 33542",28.213321,-82.148743,,,,,,,['']
Garrison Brothers Distillery,,,,"1827 Hye-Albert Road, Hye, Texas, 78635",30.217279,-98.564082,,,,,,,['']
Gorget Distilling,,,,"1974A Whiting Way, Lugoff, South Carolina, 29078",34.156343,-80.732843,,,,,,,
Full Throttle Saloon,,,,"Edmunds Street, Sturgis, South Dakota, 57785",44.409707,-103.509079,,,,,,,
Goleta Red Distilling Company,,,,"93 Castilian Dr, Goleta, California, 93117",34.433063,-119.862205,,,,,,,['']
General George Stillhouse (Coming 2024),,,,"1867 Junction Rd, Falls of Rough, Kentucky, 40119",37.560695,-86.532561,,,,,,DSP-KY-20116,['']
Fifth Element Spirits,,,,"41496 Bearwallow Ridge Rd, Shade, Ohio, 45776",39.173649,-82.007659,,,,,,,
Flying Leap Vineyards & Distillery,,,,"342 Elgin Canelo Rd, Elgin, Arizona, 85611",31.637427,-110.537167,,,,,,,
Grand Canyon Brewing + Distillery,,,,"301 North 7th Street, Williams, Arizona, 86046",35.250958,-112.195331,,,,,,,
Gatsby Spirits,,,,"425 NE Lint Slough Rd, Waldport, Oregon, 97394",44.426781,-124.057221,,,,,,,
Four Leaf Spirits,,,,"Woodinville, Washington, 98072",47.754265,-122.163458,,,,,,,['']
Glaser Estate Distillery,,,,"213 Independence Ln, Roseburg, Oregon, 97471",43.269371,-123.430937,,,,,,,
Fainting Goat Spirits,,,,"115 W. Lewis Street, Greensboro, North Carolina, 27406",36.065934,-79.791727,,,,,,,['']
Ewing Young Distillery,,,,"18715 OR-240, Newberg, Oregon, 97132",45.317508,-123.046443,,,,,,,['']
Dueling Grounds Distillery,,,,"208 Harding Rd, Franklin, Kentucky, 42134",36.706306,-86.572366,,,,,,DSP-KY-20013,['']
Eagle River Whisky,,,,"161 Main St., Minturn, Colorado, 81645",39.588175,-106.43112,,,,,,,['']
Garrard County Distilling Co.,,,,"450 Southern Soul Wy, Lancaster, Kentucky, 40444",37.631761,-84.570777,,,,,,,['']
Eagle Park Brewing & Distilling Co,,,,"823 E Hamilton St, Milwaukee, Wisconsin, 53202",43.054219,-87.901413,,,,,,,
Gibson Distilling Inc.,,,,"115 W Church St, Headland, Alabama, 36345",31.35027,-85.345653,,,,,,,
Forest Distillery,,,,"The Cat & Fiddle Macclesfield Forest Macclesfield, Cheshire, England, SK11 0AR",53.244116,-1.999638,,,,,,,['']
Fermentorium Distilling Co.,,,,"2010 Government St, Victoria, British Columbia, V8T 4P1",48.43202,-123.368617,,,,,,,['']
Fifth State Distillery,,,,"259 Asylum St, Bridgeport, Connecticut, 06610",41.19993,-73.174941,,,,,,,['']
Forsaken River Distillery,,,,"255 Bell St Suite 103, Reno, Nevada, 89503",39.52622,-119.82155,,,,,,,
Firehouse Distillery,,,,"Ovid, New York, 14521",42.676459,-76.823011,,,,,,,
GlenDronach Distillery,,,,"Forgue By Huntly, Aberdeenshire, Scotland, AB54 6DB",57.483359,-2.634709,,,,,,,
Fabrizia Spirits,,,,"2 Industrial Way, Salem, New Hampshire, 03079",42.780118,-71.252203,,,,,,,
Falcon Spirits Distillery,,,,"3701 Collins Ave, Richmond, California, 94806",37.981642,-122.353882,,,,,,,
Finger Lakes Distilling,,,,"4676 NYS Rte 414, Burdett, New York, 14818",42.460199,-76.863578,,,,,,,
Evil Roy's Elixirs,,,,"31910 Entwistle Street, Carnation, Washington, 98014",47.647879,-121.914007,,,,,,,
Durango Craft Spirits,,,,"1120 Main Avenue #2, Durango, Colorado, 81301",37.275734,-107.879489,,,,,,,
Frisky Whiskey,,,,"215 E Bay St, Charleston, South Carolina, 29401",32.780645,-79.927434,,,,,,,['']
Gate 11 Distillery,,,,"1400 Market St Suite 108, Chattanooga, Tennessee, 37402",35.037051,-85.306845,,,,,,,['']
Flat Rock Spirits Distillery - Stillwrights,,,,"5380 Intrastate Drive, Fairborn, Ohio, 45324",39.843487,-83.989761,,,,,,,['']
Good Shepherd Distilling,,,,"131 East Boston Post Road, Mamaroneck, New York, 10543",40.94871,-73.732631,,,,,,,
Good Spirits Distilling,,,,"15450 S Keeler St, Olathe, Kansas, 66062",38.848432,-94.809626,,,,,,,
Fairbanks Distilling Company,,,,"410 Cushman St, Fairbanks, Alaska, 99701",64.841821,-147.721231,,,,,,,
Feisty Spirits,,,,"1708 E Lincoln Ave #1, Fort Collins, Colorado, 80524",40.585124,-105.046381,,,,,,,
Glen Ord Distillery,,,,"36 Great North Road, Muir of Ord, Scotland, IV6 7TD",57.518417,-4.461075,,,,,,,
Fiore Winery & Distillery,,,,"3026 Whiteford Road, Pylesville, Maryland, 21132",39.709313,-76.400539,,,,,,,['']
Gervasi Vineyard,,,,"1700 55th Street NE, Canton, Ohio, 44721",40.85575,-81.350111,,,,,,,
Empirical,,,,"North Bushwick, Brooklyn, New York, 11221",40.695776,-73.91706,,,,,,,
Ghost Coast Distillery,,,,"641 Indian St, Savannah, Georgia, 31401",32.08477,-81.100169,,,,,,,['']
Eight Oaks Craft Distillers,,,,"7189 PA-309, New Tripoli, Pennsylvania, 18066",40.691367,-75.747938,,,,,,,
Garofalo Artisan Liqueurs,,,,"Winchester, Virginia, 22601",39.18566,-78.163334,,,,,,,['']
Gardiner Liquid Mercantile,,,,"128 Main St, Gardiner, New York, 12525",41.680188,-74.151166,,,,,,,['']
Flying Ace Farm Distillery & Brewery,,,,"40950 Flying Ace Lane, Lovettsville, Virginia, 20180",39.277033,-77.582673,,,,,,,['']
Florida Farm Distillers,,,,"228 North Trowell Avenue, Umatilla, Florida, 32784",28.929432,-81.665631,,,,,,,['']
Frey Ranch Estate Distillery,,,,"1045 Dodge Ln, Fallon, Nevada, 89406",39.368826,-118.758562,,,,,,,
Duke & Dame,,,,"401 NW 134TH Ave Suite 204, Pembroke Pines, Florida, 33028",26.009448,-80.325541,,,,,,,
Grain+Vine Distillery,,,,"2174 Highway 46 West, Paso Robles, California, 93446",35.573465,-120.735309,,,,,,DSP-CA-20050,
Eastern Light Distilling,,,,"Kissick Rd, Sharkey, Kentucky, 41049",38.213152,-83.57618,,,,,,,['']
Five & 20 Spirits & Brewing,,,,"8398 W Main St, Westfield, New York, 14787",42.309526,-79.605267,,,,,,,['']
Florida Craft Spirits Association,Florida,Florida Distillery Trail,Associations / Guilds,"402 South Monroe Street, Tallahassee, Florida, 32301",30.438256,-84.280733,,,,,,,
Glenns Creek Distilling,,,,"3501 McCracken Pike, Frankfort, Kentucky, 40601",38.14681,-84.845097,,,,,,DSP-KY-20017,['']
Eagle Cliffs Distillery,,,,"160 Whitewater Rd, Longview, Washington, 98632",46.192859,-123.175985,,,,,,,['']
Fast Penny Spirits,Washington,Seattle,Woman Owned,"1138 W Ewing St Suite B, Seattle, Washington, 98119",47.65654,-122.372991,,,,,,,['Certified B Corporation']
Franklin County Distilleries,,,,"25156 Highway 220, Boones Mill, Virginia, 24065",37.116805,-79.955314,,,,,,,
Georgia Distiller's Association,,,,"Kennesaw, Georgia, 30144",34.023434,-84.61549,,,,,,,
Essential Spirits,,,,"Ukiah, California",39.150171,-123.207783,,,,,,,
Eda Rhyne Distilling Company,,,,"101 Fairview Rd Suite A, Asheville, North Carolina, 28803",35.566335,-82.537267,,,,,,,
Fog'S End Distillery,,,,"Gonzales, California",36.50663,-121.444381,,,,,,,
Glenkinchie Distillery,,,,"Pencaitland, Tranent, Scotland, EH33 5ET",55.94451,-2.954526,,,,,,,
Endless West,,,,"2325 3rd St, San Francisco, California, 94107",37.760134,-122.388261,,,,,,,
Eastern Kille Distillery,,,,"700 Ottawa NW, Grand Rapids, Michigan, 49503",42.975358,-85.669895,,,,,,,['']
Feebs Distilling Company,,,,"733 Mccolley Street, Milford, Delaware, 19963",38.900115,-75.423456,,,,,,,
Four Daughters Vineyard & Winery,,,,"78757 MN-16, Spring Valley, Minnesota, 55975",43.709042,-92.473938,,,,,,,
Five Mile Mountain Distillery,,,,"489 Floyd Hwy South, Floyd, Virginia, 24091",36.908285,-80.338565,,,,,,,['']
Florida Distillery Trail,Florida,Florida Distillery Trail,Trails,"P.O. Box 22386, Tampa, Florida, 33622",27.950575,-82.457178,,,,,,,['']
Ernest Scarano Distillery,,,,"348 Rice St, Elmore, Ohio, 43416",41.475167,-83.295185,,,,,,,
Far Better Distillery,,,,"330 Harrison St, Nashville, Tennessee, 37219",36.171169,-86.782694,,,,,,DSP-TN-29017,['']
Frazier History Museum – Kentucky Bourbon Trail Welcome Center,Kentucky,Louisville,Museum,"829 W Main St., Louisville, Kentucky, 40202",38.257897,-85.764502,,,,,,,['']
Federal Distilling,,,,"1700 N Hancock Street, Philadelphia, Pennsylvania, 19122",39.976476,-75.137162,,,,,,,
Five Points Distilling,,,,"8575 Union Hill Rd, Forney, Texas, 75126",32.684863,-96.477883,,,,,,,['']
Dusty Barn Distillery,,,,"6861 Carson School Rd., Mount Vernon, Indiana, 47620",37.937267,-87.742959,,,,,,,['']
Durham Distillery,,,,"Unit 2F & 2G Riverside Industrial Estate Langley Park, Durham, England, DH7 9TT",54.801514,-1.672773,,,,,,,
Glacial Lakes Distillery,,,,"23 South Broadway, Watertown, South Dakota, 57201",44.899409,-97.115073,,,,,,,
GlenPharmer Distillery,,,,"860 W Central St, Franklin, Massachusetts, 02038",42.090295,-71.432951,,,,,,,
Fred B. Noe Distillery,,,,"568 Happy Hollow Rd, Clermont, Kentucky, 40110",37.928356,-85.652539,,,,,,,['']
Golden Beaver Distillery,,,,"13464 Browns Valley Dr, Chico, California, 95973",39.7924,-121.843094,,,,,,,
Falls Church Distillers,Virginia,DISCUS,Veteran Owned,"442 S. Washington Street, Ste A, Falls Church, Virginia, 22046",38.880024,-77.17633,,,,,,,['']
French Distillers & Alchemists,,,,"9002 Main Street, Lisle, New York, 13797",42.351185,-76.003257,,,,,,,
East Tennessee Distillery,,,,"417 Piney Flats Road, Piney Flats, Tennessee, 37686",36.419272,-82.304854,,,,,,,
Full Throttle Distillery,,,,"45 Gin Street, Trimble, Tennessee, 38259",36.204951,-89.191209,,,,,,,['']
Evansfield Distillery,,,,"13621 E 42nd Terrace Ct S, Independence, Missouri, 64055",39.043799,-94.4205,,,,,,,
