dis_name,instagram_link,short_info,region,founded,owner,status,website,open_for_visits,capacity,types,cereals,water,longitude,latitude,url
Locher,,,"Appenzell Innerrhoden, Switzerland",1999,,operational,www.saentismalt.com,No,,single malt,,,9.41261,47.33107,https://whiskey-map.com/distillery/locher/654
Monstein,,,"Graubünden, Switzerland",2000~,,operational,www.whiskyvision-monstein.ch,No,,single malt,,,9.77127,46.71176,https://whiskey-map.com/distillery/monstein/655
Papiermühle,,,"Thuringia, Germany",-,Michael Kanz,operational,www.jenaer-bier.de,No,,single malt,,,11.55789,50.93756,https://whiskey-map.com/distillery/papiermuhle/659
Braunstein,https://www.instagram.com/braunsteinofficial,,"Sjælland, Denmark",2007,,operational,braunstein.dk,Yes,,single malt,,,12.18866,55.45382,https://whiskey-map.com/distillery/braunstein/661
Breckenridge,https://www.instagram.com/breckdistillery,,"Colorado, United States",2008,,operational,www.breckenridgedistillery.com,Yes,,"blended, bourbon",,,-106.05224,39.50964,https://whiskey-map.com/distillery/breckenridge/663
Druffel,,,"North Rhine-Westphalia, Germany",1792,Druffel Family,operational,www.brennerei-druffel.de,Yes,,single malt,,,8.21405,51.80115,https://whiskey-map.com/distillery/druffel/671
Feller,https://www.instagram.com/brennerei.feller,,"Baden-Württemberg, Germany",1903,Roland Feller,operational,www.brennerei-feller.de,Yes,,"single malt, single grain",,,10.06054,48.2394,https://whiskey-map.com/distillery/feller/676
Gruel,https://www.instagram.com/tecker_spirits,,"Baden-Württemberg, Germany",-,Immanuel Gruel,operational,tecker-whisky.com,No,,"single malt, single grain",,,9.4474,48.58813,https://whiskey-map.com/distillery/gruel/679
Henrich,https://www.instagram.com/brennereihenrich,,"Hesse, Germany",1970,Holger & Ralf Henrich,operational,www.brennerei-henrich.de,No,,single malt,,,8.46119,50.07868,https://whiskey-map.com/distillery/henrich/681
Höhler,https://www.instagram.com/brennereihoehler,,"Hesse, Germany",2004,Karl-Holger Höhler,operational,www.brennerei-hoehler.de,No,100 l.,"blended, single malt, bourbon, rye",,,8.07487,50.24544,https://whiskey-map.com/distillery/hohler/684
Psenner,https://www.instagram.com/psenner_brennerei_distillery,,"Trentino-Alto Adige, Italy",1947,,operational,www.psenner.com,Yes,,single malt,,,11.24557,46.32952,https://whiskey-map.com/distillery/psenner/689
Schwab,https://www.instagram.com/brennerei_schwab,,"Bern, Switzerland",1919,-,operational,www.brennereischwab.com,Yes,,"single malt, bourbon, rye","barley, rye, corn",,7.40726,47.12594,https://whiskey-map.com/distillery/schwab/700
Wild,,,"Baden-Württemberg, Germany",-,Wild Family,operational,wild-brennerei.de,Yes,,single malt,,,8.02016,48.3876,https://whiskey-map.com/distillery/wild/710
Breuckelen Distilling,https://www.instagram.com/breuckelendistilling,,"New York, United States",2010,-,operational,brkdistilling.com,No,,"blended, bourbon, rye","barley, rye, corn, wheat",,-73.99776,40.66594,https://whiskey-map.com/distillery/breuckelen-distilling/716
Brickway,https://www.instagram.com/DrinkBrickway,,"Nebraska, United States",2013,,operational,www.drinkbrickway.com,No,,"bourbon, rye",,,-95.93137,41.2547,https://whiskey-map.com/distillery/brickway/717
Broad Branch,https://www.instagram.com/broadbranchdistillery,,"North Carolina, United States",2014,,operational,broadbranchdistillery.com,Yes,,"bourbon, rye",,,-80.24686,36.10403,https://whiskey-map.com/distillery/broad-branch/718
Bröderna Bommen,https://www.instagram.com/brodernabommen,,"Västernorrlands, Sweden",2017,,operational,www.brodernabommen.se,No,,unknown,,,17.3618,62.27384,https://whiskey-map.com/distillery/broderna-bommen/720
Broger,,,"Vorarlberg, Austria",2008,Broger Family,operational,www.broger.info,No,,single malt,,,9.63924,47.30921,https://whiskey-map.com/distillery/broger/721
Broken Bones Whisky,https://www.instagram.com/brokenbones.si,,"Osrednjeslovenska, Slovenia",2012,,operational,www.brokenbones.si,Yes,,single malt,,,14.46767,46.03797,https://whiskey-map.com/distillery/broken-bones-whisky/722
Broombrae,,,"Campbeltown, United Kingdom",1833,Daniel Greenless,demolished,-,No,,single malt,,,-5.60545,55.42971,https://whiskey-map.com/distillery/broombrae/723
Brouwerij & Alcoholstokerij Wilderen,https://www.instagram.com/brouwerijwilderen,,"Limburg, Belgium",2011,,operational,www.brouwerijwilderen.be,Yes,2880 l.,single malt,,,5.14419,50.81904,https://whiskey-map.com/distillery/brouwerij-alcoholstokerij-wilderen/726
De Molen,,,"South Holland, Netherlands",2004,Royal Swinkels Family Brewers,closed,-,No,,single malt,,,4.74203,52.08565,https://whiskey-map.com/distillery/de-molen/727
Brouwerij Klein Duimpje,https://www.instagram.com/kleinduimpjehillegom,,"South Holland, Netherlands",2003,Erik Bouman,operational,kleinduimpje.nl,No,,single malt,,,4.56979,52.27901,https://whiskey-map.com/distillery/brouwerij-klein-duimpje/728
Pirlot,,,"Antwerp, Belgium",2011,-,operational,-,Yes,,"single malt, rye",barley,,4.67386,51.22795,https://whiskey-map.com/distillery/pirlot/729
Brown-Forman,https://www.instagram.com/brownforman,,"Kentucky, United States",1870,,operational,www.brown-forman.com,No,,bourbon,,,-85.79459,38.20712,https://whiskey-map.com/distillery/brown-forman/731
Brugse Whisky Company,https://www.instagram.com/brugsewhisky,,"West Flanders, Belgium",2018,-,operational,www.brugsewhisky.be,No,,single malt,,,3.22218,51.20835,https://whiskey-map.com/distillery/brugse-whisky-company/733
Limfjorden,https://www.instagram.com/braenderiet_limfjorden,,"Midtjylland, Denmark",2013,,operational,braenderiet.dk,Yes,,single malt,,,9.17349,56.70807,https://whiskey-map.com/distillery/limfjorden/737
Bull Run,https://www.instagram.com/bullrundistillery,,"Oregon, United States",2010,-,operational,www.bullrundistillery.com,Yes,,"single malt, bourbon, rye","barley, rye, corn",,-122.69809,45.53352,https://whiskey-map.com/distillery/bull-run/741
Burnside,,,"Campbeltown, United Kingdom",1825,,closed,-,No,,single malt,,,-5.61148,55.4226,https://whiskey-map.com/distillery/burnside/749
Burren,,,"Munster, Ireland",2019,-,operational,burrendistillers.com,No,,"single malt, irish",barley,local source,-9.17088,53.10152,https://whiskey-map.com/distillery/burren/750
Burwood,https://www.instagram.com/burwooddistillery,,"Alberta, Canada",2016,,operational,burwooddistillery.ca,Not at the moment,,"rye, canadian",,,-114.12235,51.01699,https://whiskey-map.com/distillery/burwood/751
Cadushy,,,"Bonaire, Bonaire, Sint Eustatius and Saba",2009,,operational,www.cadushy.com,Yes,,blended,,,-68.33219,12.23798,https://whiskey-map.com/distillery/cadushy/755
Caledonian,,,"Lowlands, United Kingdom",1855,,closed,-,No,,single malt,,,-3.22043,55.9446,https://whiskey-map.com/distillery/caledonian/759
Cambus,,,"Lowlands, United Kingdom",1806,-,closed,-,No,,,,,-3.84298,56.12592,https://whiskey-map.com/distillery/cambus/765
Cameronbridge,,,"Lowlands, United Kingdom",1813,Diageo,operational,-,No,100.000.000 l.,single malt,,,-3.05567,56.18952,https://whiskey-map.com/distillery/cameronbridge/766
Canadian Mist,https://www.instagram.com/canadianmistwhisky,,,,,operational,www.canadianmist.com,No,,canadian,"barley, rye",Georgian Bay,-80.19272,44.4969,https://whiskey-map.com/distillery/canadian-mist/769
Cape Clear,,,"Munster, Ireland",2016,,operational,www.capecleardistillery.com,No,,irish,,,-9.48313,51.45068,https://whiskey-map.com/distillery/cape-clear/777
Carolina Moon,https://www.instagram.com/secondcitybeverage.co,,"South Carolina, United States",2012,David Hopkins and Ray Carnes,operational,carolinamoondistillery.com,Yes,,"bourbon, moonshine",corn,,-81.92961,33.78907,https://whiskey-map.com/distillery/carolina-moon/785
Carsebridge,,,"Lowlands, United Kingdom",1799,,demolished,-,No,,single grain,,,-3.77678,56.12172,https://whiskey-map.com/distillery/carsebridge/786
Cascade Hollow,https://www.instagram.com/GeorgeDickel,,"Tennessee, United States",1878,,operational,www.georgedickel.com,Yes,,bourbon,,,-86.24604,35.43843,https://whiskey-map.com/distillery/cascade-hollow/787
Cat's Eye,,,"Iowa, United States",-,,operational,www.catseyedistillery.com,No,,"blended, bourbon",,,-90.4461,41.55343,https://whiskey-map.com/distillery/cats-eye/791
Cathead,https://www.instagram.com/drinkcathead,,"Mississippi, United States",2010,,operational,catheaddistillery.com/,No,,bourbon,"barley, rye, corn",,-90.18764,32.29559,https://whiskey-map.com/distillery/cathead/792
Catoctin Creek,https://www.instagram.com/catoctincreek,,"Virginia, United States",2009,-,operational,catoctincreekdistilling.com,Yes,,rye,rye,,-77.71505,39.13662,https://whiskey-map.com/distillery/catoctin-creek/794
Catskill Distilling Company,https://www.instagram.com/catskillmockup,,"New York, United States",2010,,operational,catskilldistilling.com,No,,bourbon,,,-74.87612,41.68495,https://whiskey-map.com/distillery/catskill-distilling-company/795
Chambers Bay,,,"Washington, United States",2012,,operational,chambersbaydistillery.com,Yes,,bourbon,"corn, wheat",Cascade mountain,-122.52952,47.24124,https://whiskey-map.com/distillery/chambers-bay/805
Chattanooga Whiskey,https://www.instagram.com/chattwhiskey,,"Tennessee, United States",2011,-,operational,chattanoogawhiskey.com,Yes,,"bourbon, rye","rye, corn",,-85.32075,35.04949,https://whiskey-map.com/distillery/chattanooga-whiskey/813
Claremont,https://www.instagram.com/claremontdistillery,,"New Jersey, United States",2014,,operational,www.claremontdistillery.com,Yes,,"single malt, bourbon, rye",,,-74.32162,40.87066,https://whiskey-map.com/distillery/claremont/829
Cley,,,,,Dulk & Neves,operational,www.cleydistillery.com,No,10000 l.,"single malt, rye","barley, rye",,4.44561,51.93909,https://whiskey-map.com/distillery/cley/833
Clonakilty,https://www.instagram.com/clonakiltydistillery,,"Munster, Ireland",2016,Scully Family,operational,clonakiltydistillery.ie,Yes,,"single malt, irish",,,-8.88635,51.62148,https://whiskey-map.com/distillery/clonakilty/834
Clutha,https://www.instagram.com/cluthawhisky,,"Lowlands, United Kingdom",-,Douglas Laing & Co.,startup,-,No,,unknown,,,-4.29785,55.8564,https://whiskey-map.com/distillery/clutha/835
Connacht,https://www.instagram.com/connachtwhiskey,,"Connacht, Ireland",2015,Connacht Whiskey Company Ltd.,operational,connachtwhiskey.com,Yes,,irish,,,-9.14426,54.12182,https://whiskey-map.com/distillery/connacht/846
Cooperstown Distillery,https://www.instagram.com/cooperstowndistillery,,"New York, United States",2013,,operational,cooperstowndistillery.com,Yes,,"bourbon, rye",,,-74.93197,42.69949,https://whiskey-map.com/distillery/cooperstown-distillery/854
Copenhagen,https://www.instagram.com/copenhagendistillery,,"Hovedstaden, Denmark",2015,,operational,www.copenhagendistillery.com,Yes,,single malt,,,12.61657,55.67527,https://whiskey-map.com/distillery/copenhagen/856
Copper Run,https://www.instagram.com/copper_run_distillery,,"Missouri, United States",-,,operational,www.copperrundistillery.com,No,,"bourbon, moonshine","barley, corn",,-93.41219,36.66687,https://whiskey-map.com/distillery/copper-run/864
Copperworks Distilling,https://www.instagram.com/copperworksdistilling,,"Washington, United States",2013,-,operational,copperworksdistilling.com,Yes,,single malt,barley,,-122.33978,47.606,https://whiskey-map.com/distillery/copperworks-distilling/869
Corowa Distilling Co.,https://www.instagram.com/corowadistillingco,,"New South Wales, Australia",2009,,operational,corowadistilling.com.au,Yes,,single malt,,,146.39131,-35.99061,https://whiskey-map.com/distillery/corowa-distilling-co/875
Creag Dearg,https://www.instagram.com/creagdeargdistillery,,"Schleswig-Holstein, Germany",2021,Thomas Wüppermann,operational,creagdearg.com,Yes,3000 l.,single malt,,,7.88971,54.17717,https://whiskey-map.com/distillery/creag-dearg/889
Mandlberggut,https://www.instagram.com/mandlberggut,,"Styria, Austria",2007,Doris and Bernhard Warter,operational,mandlberggut.com,Yes,,"blended, single malt",,,13.56243,47.40948,https://whiskey-map.com/distillery/mandlberggut/902
Daill,,,"Islay, United Kingdom",1814,McEachern family,closed,-,No,,single malt,,,-6.20705,55.78463,https://whiskey-map.com/distillery/daill/904
Dalintober,,,"Campbeltown, United Kingdom",1832,West Highland Malt Distilleries Ltd.,closed,-,No,,single malt,,,-5.60455,55.42862,https://whiskey-map.com/distillery/dalintober/908
De Graal,,,"East Flanders, Belgium",2002,Brewery De Graal,operational,www.degraal.be,Yes,,single malt,,,3.75449,50.79266,https://whiskey-map.com/distillery/de-graal/923
De Kleine Distilleerderij,https://www.instagram.com/dekleinedistilleerderij,,"Flevoland, Netherlands",2017,Roelof Schipperus,operational,dekleinedistilleerderij.nl,No,,single malt,,,5.4937,52.35021,https://whiskey-map.com/distillery/de-kleine-distilleerderij/924
De Onrust Stokers,,,"South Holland, Netherlands",-,,operational,www.deonruststokers.nl,Yes,,single malt,,,4.49687,51.88572,https://whiskey-map.com/distillery/de-onrust-stokers/925
De Tok,https://www.instagram.com/detokbarneveld,,"Gelderland, Netherlands",2016,,operational,tokbarneveld.nl,Yes,,single malt,,,5.59658,52.13486,https://whiskey-map.com/distillery/de-tok/927
De Tweekoppige Phoenix,,,"North Holland, Netherlands",2011,,operational,www.detweekoppigephoenix.nl,Yes,,blended,,,4.82052,52.47313,https://whiskey-map.com/distillery/de-tweekoppige-phoenix/928
Denver,https://www.instagram.com/denverdistillery,,"Colorado, United States",-,,operational,denverdistillery.com,Yes,,bourbon,,,-104.98736,39.71217,https://whiskey-map.com/distillery/denver/939
"Destileria Limtuaco & Co., Inc.",,,"Metro Manila, Philippines",1852,Olivia Limpe-Aw,operational,www.limtuaco.com,No,,blended,,,121.00384,14.65731,https://whiskey-map.com/distillery/destileria-limtuaco-co-inc/941
Bodega Abasolo,https://www.instagram.com/abasolowhisky,,"México, Mexico",-,,operational,abasolowhisky.com,No,,bourbon,,,-99.52796,19.94165,https://whiskey-map.com/distillery/bodega-abasolo/942
Svach,,,"South Bohemian, Czechia",2015,-,operational,www.svachovka.cz/destilerka,Yes,,single malt,,,14.36379,48.82785,https://whiskey-map.com/distillery/svach/946
Destillerie A. Jobst,https://www.instagram.com/destilleriejobst,,"Bavaria, Germany",1975,,operational,www.destillerie-jobst.de,No,,single malt,,,9.8803,50.12319,https://whiskey-map.com/distillery/destillerie-a-jobst/950
Günter Busch,,,"Baden-Württemberg, Germany",-,,operational,www.wirtemberg.de/brennerei-busch-rotenberg.htm,No,,single malt,,,9.27617,48.78948,https://whiskey-map.com/distillery/gunter-busch/955
Ralf Hauer,,,"Rhineland-Palatinate, Germany",-,Ralf Hauer,operational,sailltmor.de,Yes,,single malt,,,8.17974,49.4639,https://whiskey-map.com/distillery/ralf-hauer/961
Rogner,,,"Lower Austria, Austria",-,Hermann Rogner,operational,www.destillerie-rogner.at,No,,"blended, single malt, rye",,,15.12793,48.53002,https://whiskey-map.com/distillery/rogner/963
Als,https://www.instagram.com/destillerietals,,"Syddanmark, Denmark",2018,,operational,destillerietals.dk,Yes,,single malt,,,9.91092,54.9126,https://whiskey-map.com/distillery/als/965
Det Norske Brenneri,,,"Agder, Norway",2012,,operational,detnorskebrenneri.no,Yes,,single malt,,,8.56322,58.31667,https://whiskey-map.com/distillery/det-norske-brenneri/967
Detroit City,https://www.instagram.com/detroitcitydistillery,,"Michigan, United States",2014,,operational,detroitcitydistillery.com,Yes,,bourbon,"barley, rye, corn, wheat",,-83.03828,42.34624,https://whiskey-map.com/distillery/detroit-city/968
Devil's,,,"Tasmania, Australia",2015,,operational,devilsdistillery.com.au,No,,single malt,,,147.30005,-42.84734,https://whiskey-map.com/distillery/devils/970
Alambik,,,"Groningen, Netherlands",-,Sandra & Zarko Nesic,operational,www.alambik.nl,Yes,,single malt,,,6.99107,53.18376,https://whiskey-map.com/distillery/alambik/983
De Bronckhorst,https://www.instagram.com/distilleerderijdebronckhorst,,"Gelderland, Netherlands",2015,Erik Legters,operational,www.distilleerderijdebronckhorst.nl,Yes,,single malt,,,6.35886,52.01511,https://whiskey-map.com/distillery/de-bronckhorst/984
De Lepelaar,,,"North Holland, Netherlands",2013,De Bonte Belevenis,operational,www.landgoeddebontebelevenis.nl/Distilleerderij,Yes,1500 l.,single grain,,,4.73897,53.0309,https://whiskey-map.com/distillery/de-lepelaar/985
Horstman,https://www.instagram.com/distilleerderijhorstman,,"Overijssel, Netherlands",1999,Johan Horstman,operational,www.distilleerderijhorstman.nl,Yes,,"single malt, rye, moonshine",,,7.01323,52.26019,https://whiskey-map.com/distillery/horstman/986
Keuris,,,"Utrecht, Netherlands",2011,,operational,www.keuris.nl,Yes,,single malt,,,4.84985,52.08314,https://whiskey-map.com/distillery/keuris/987
Acadian,,,"Louisiana, United States",2012,,operational,distillerieacadian.com,No,,bourbon,,,-91.92189,30.03527,https://whiskey-map.com/distillery/acadian/988
Leisen,,,"Grand Est, France",2012,Jean Marie Leisen,operational,distillerie-leisen.hdmedia.fr,No,,"blended, pure malt",,,6.30423,49.41099,https://whiskey-map.com/distillery/leisen/989
